"id","年份","日期","标题","发文机关","文件类型","当前司局","当前处室","关键词","官方链接","审核状态","建议司局","建议处室"
"doc-001","2026","2026-06","《国家卫生健康委办公厅关于进一步健全城市社区卫生服务体系 提升服务能力的通知》","国家卫生健康委员会","通知","卫健委-基层卫生健康司","运行评价处","国卫办基层发〔2026〕7号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202606/content_7071263.htm","待审核","",""
"doc-002","2026","2026-05","《关于印发家庭病床服务指南（试行）的通知》","国家中医药管理局,国家卫生健康委员会","通知","卫健委-基层卫生健康司","家庭医生处","国卫基层发〔2026〕15号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202605/content_7068890.htm","待审核","",""
"doc-003","2026","2026-05","《国家卫生健康委关于印发全国生育友好城市、生育友好单位创建管理办法的通知》","国家卫生健康委员会","通知","卫健委-人口家庭司","政策协调处","国卫人口发〔2026〕11号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202605/content_7068783.htm","待审核","",""
"doc-004","2026","2026-04","《国家中医药局 国家卫生健康委关于印发《医院中药饮片管理规范（2026版）》的通知》","国家中医药管理局,国家卫生健康委员会","通知","卫健委-医政司","医疗机构处","国中医药医政发〔2026〕3号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202604/content_7066059.htm","待审核","",""
"doc-005","2026","2026-04","《关于开展基层医疗卫生机构医疗质量改善三年行动（2026—2028年）的通知》","国家中医药管理局,国家卫生健康委员会","通知","卫健委-基层卫生健康司","运行评价处","国卫办基层发〔2026〕4号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202604/content_7064456.htm","待审核","",""
"doc-006","2026","2026-03","《国家中医药管理局关于印发《三级中医医院评审标准（2026年版）》的通知》","国家中医药管理局","通知","卫健委-医政司","医疗管理处","国中医药医政函〔2026〕39号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202603/content_7064072.htm","待审核","",""
"doc-007","2026","2026-03","《关于印发乡镇卫生院 社区卫生服务中心中医药服务管理基本规范的通知》","国家中医药管理局","通知","卫健委-基层卫生健康司","运行评价处","国中医药医政发〔2026〕2号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202603/content_7063623.htm","待审核","",""
"doc-008","2026","2026-03","《人力资源社会保障部 工业和信息化部 财政部 住房城乡建设部 交通运输部 国家卫生健康委 应急管理部 市场监管总局 中华全国总工会关于印发工伤预防五年行动计划（2026—2030年）的通知》","人力资源和社会保障部","通知","卫健委-规划发展与信息化司","信息统计处","人社部发〔2026〕20号 劳动、人事、监察 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202603/content_7062918.htm","待审核","",""
"doc-009","2026","2026-02","《关于“十五五”期间支持科技创新进口税收优惠政策管理办法的通知》","国家发展和改革委员会,教育部,科学技术部,财政部,工业和信息化部,民政部,商务部,文化和旅游部,国家卫生健康委员会,海关总署,国家税务总局","通知","卫健委-科技教育司","项目一处","财关税〔2026〕8号 财政、金融、审计 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202602/content_7058006.htm","待审核","",""
"doc-010","2026","2026-02","《关于印发国家基本药物目录管理办法的通知》","国家发展和改革委员会,工业和信息化部,商务部,国家医疗保障局,财政部,国家疾病预防控制局,国家中医药管理局,国家卫生健康委员会,国家药品监督管理局,国家市场监督管理总局","通知","中医药局-医政管理","中医药服务处","国卫药政发〔2026〕2号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202602/content_7057794.htm","待审核","",""
"doc-011","2026","2026-02","《工业和信息化部等八部门关于印发《中药工业高质量发展实施方案（2026—2030年）》的通知》","国家民族事务委员会,工业和信息化部,农业农村部,国务院国有资产监督管理委员会,国家卫生健康委员会,国家金融监督管理总局,国家药品监督管理局,国家中医药管理局","通知","中医药局-医政管理","中药管理处","工信部联消费〔2026〕33号 工业、交通 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202602/content_7057174.htm","待审核","",""
"doc-012","2026","2026-01","《人力资源社会保障部等11部门关于开展2026年“春暖农民工”服务行动的通知》","人力资源和社会保障部,公安部,民政部,司法部,交通运输部,农业农村部,文化和旅游部,国家卫生健康委员会","通知","卫健委-规划发展与信息化司","综合处","劳动、人事、监察 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202601/content_7056044.htm","待审核","",""
"doc-013","2026","2026-01","《中国气象局 民政部 文化和旅游部 国家医疗保障局 国家林业和草原局 国家中医药管理局 国家疾病预防控制局关于加强协同联动 推进康养气象服务高质量发展的指导意见》","中国气象局,民政部,文化和旅游部,国家医疗保障局,国家林业和草原局,国家中医药管理局,国家疾病预防控制局","意见","中医药局-医政管理","中医药服务处","气发〔2025〕101号 城乡建设、环境保护 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202601/content_7054707.htm","待审核","",""
"doc-014","2026","2026-01","《关于印发第四批鼓励仿制药品目录的通知》","工业和信息化部,国家卫生健康委员会,国家知识产权局,国家药品监督管理局","通知","医保局-医药服务管理司","医保目录处","国卫办药政函〔2025〕483号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202601/content_7053823.htm","待审核","",""
"doc-015","2025","2025-12","《关于印发儿童青少年“五健”促进行动计划（2026—2030年）的通知》","国家发展和改革委员会,国家疾病预防控制局,国家体育总局,国家中医药管理局,国家互联网信息办公室,财政部,教育部,国家卫生健康委员会,国家广播电视总局","通知","卫健委-妇幼健康司","妇女卫生处","国卫妇幼发〔2025〕21号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202512/content_7053270.htm","待审核","",""
"doc-016","2025","2025-12","《国家发展改革委 教育部 财政部关于完善幼儿园收费政策的通知》","国家发展和改革委员会,教育部,财政部","通知","卫健委-人口家庭司","政策协调处","发改价格〔2025〕1644号 科技、教育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202512/content_7052548.htm","待审核","",""
"doc-017","2025","2025-12","《关于印发老年护理服务能力提升行动方案的通知》","国家卫生健康委员会,国家医疗保障局,国家中医药管理局,国家疾病预防控制局","通知","卫健委-医政司","护理与康复处","国卫办医政发〔2025〕32号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202512/content_7051098.htm","待审核","",""
"doc-018","2025","2025-12","《国家医保局 人力资源社会保障部关于印发《国家基本医疗保险、生育保险和工伤保险药品目录》以及《商业健康保险创新药品目录》（2025年）的通知》","人力资源和社会保障部,国家医疗保障局","通知","医保局-医药服务管理司","医保目录处","医保发〔2025〕33号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202512/content_7050533.htm","待审核","",""
"doc-019","2025","2025-11","《国家中医药局 国家卫生健康委关于学习推广三明医改促进中医药传承创新发展经验做法的通知》","国家卫生健康委员会,国家中医药管理局","通知","卫健委-体制改革司","政策研究处","国中医药结合函〔2025〕272号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202511/content_7049845.htm","待审核","",""
"doc-020","2025","2025-11","《民政部 国家标准化管理委员会关于印发《养老服务标准体系建设指南 （2025版）》的通知》","民政部,国家标准化管理委员会","通知","卫健委-妇幼健康司","儿童卫生处","民函〔2025〕61号 民政、扶贫、救灾 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202511/content_7049494.htm","待审核","",""
"doc-021","2025","2025-11","《国家卫生健康委办公厅关于印发基层慢性病健康管理服务能力建设指引的通知》","国家卫生健康委员会","通知","卫健委-基层卫生健康司","运行评价处","国卫办基层函〔2025〕439号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202511/content_7049144.htm","待审核","",""
"doc-022","2025","2025-11","《关于开展银发医养行动的通知》","国家卫生健康委员会,民政部,人力资源和社会保障部,国家中医药管理局,国家疾病预防控制局","通知","卫健委-老龄健康司","医养结合处","国卫老龄发〔2025〕14号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202511/content_7047011.htm","待审核","",""
"doc-023","2025","2025-10","《关于将人乳头瘤病毒疫苗纳入国家免疫规划有关工作事宜的通知》","国家药品监督管理局,教育部,工业和信息化部,财政部,国家卫生健康委员会,国家疾病预防控制局","通知","疾控局-卫生与免疫规划司","免疫规划处","国疾控卫免发〔2025〕16号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202510/content_7046467.htm","待审核","",""
"doc-024","2025","2025-10","《关于开展医养结合促进行动的通知》","国家卫生健康委员会","通知","卫健委-老龄健康司","医养结合处","国卫办老龄发〔2025〕29号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202510/content_7046353.htm","待审核","",""
"doc-025","2025","2025-09","《体育总局关于印发《关于推动运动促进健康事业高质量发展的指导意见》的通知》","国家体育总局","通知","卫健委-规划发展与信息化司","综合处","卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202509/content_7041734.htm","待审核","",""
"doc-026","2025","2025-09","《商务部等9部门关于加力推动城市一刻钟便民生活圈建设扩围升级的通知》","民政部,商务部,人力资源和社会保障部,国家市场监督管理总局,国家体育总局,自然资源部,住房和城乡建设部,国家卫生健康委员会,文化和旅游部","通知","卫健委-老龄健康司","医养结合处","城乡建设、环境保护 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202509/content_7041331.htm","待审核","",""
"doc-027","2025","2025-09","《关于印发育儿补贴制度管理规范（试行）的通知》","财政部,国家卫生健康委员会","通知","卫健委-妇幼健康司","妇女卫生处","国卫办人口发〔2025〕24号 人口与计划生育、妇女儿童工作 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202509/content_7041274.htm","待审核","",""
"doc-028","2025","2025-09","《国家中医药管理局综合司关于开展中医药标准化研究转化中心建设的通知》","国家中医药管理局","通知","中医药局-医政管理","中医药服务处","卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202509/content_7040612.htm","待审核","",""
"doc-029","2025","2025-09","《商务部等11部门办公厅（室）关于公布第二批城市一刻钟便民生活圈全域推进先行区试点名单的通知》","商务部,财政部,人力资源和社会保障部,民政部,自然资源部,住房和城乡建设部,国家卫生健康委员会,国家市场监督管理总局,国家金融监督管理总局,国家体育总局,国家邮政局","通知","卫健委-规划发展与信息化司","综合处","商贸、海关、旅游 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202509/content_7039674.htm","待审核","",""
"doc-030","2025","2025-09","《关于建立常态化巡回医疗制度的通知》","国家卫生健康委员会,国家疾病预防控制局,国家中医药管理局","通知","卫健委-基层卫生健康司","综合处","国卫办医政发〔2025〕25号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202509/content_7039237.htm","待审核","",""
"doc-031","2025","2025-08","《关于印发提升家庭医生签约服务感受度若干措施的通知》","国家卫生健康委员会,国家发展和改革委员会,人力资源和社会保障部,国家医疗保障局,国家中医药管理局,国家疾病预防控制局","通知","卫健委-基层卫生健康司","家庭医生处","国卫办基层发〔2025〕21号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202508/content_7037136.htm","待审核","",""
"doc-032","2025","2025-08","《全国老龄工作委员会关于开展2025年全国“敬老月”活动的通知》","民政部","通知","卫健委-老龄健康司","健康服务处","全国老龄委发〔2025〕5号 民政、扶贫、救灾 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202508/content_7037063.htm","待审核","",""
"doc-033","2025","2025-08","《关于印发《服务业经营主体贷款贴息政策实施方案》的通知》","人力资源和社会保障部,国家金融监督管理总局,中国人民银行,商务部,财政部,文化和旅游部,民政部,国家体育总局,国家卫生健康委员会","通知","卫健委-规划发展与信息化司","发展规划处","财金〔2025〕81号 财政、金融、审计 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202508/content_7036204.htm","待审核","",""
"doc-034","2025","2025-08","《国家疾控局关于印发传染病疫情预警管理办法（试行）的通知》","国家疾病预防控制局","通知","疾控局-监测预警司","预警处","国疾控监测发〔2025〕11号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202508/content_7036120.htm","待审核","",""
"doc-035","2025","2025-08","《关于规范医疗机构门诊名称管理工作的通知》","国家卫生健康委员会,国家中医药管理局,国家疾病预防控制局","通知","卫健委-医政司","医疗机构处","国卫办医政发〔2025〕14号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202508/content_7035380.htm","待审核","",""
"doc-036","2025","2025-08","《关于印发《健康中国行动—健康环境促进行动实施方案（2025—2030年）》的通知》","国家疾病预防控制局","通知","卫健委-规划发展与信息化司","信息统计处","国疾控卫免发〔2025〕10号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202508/content_7035320.htm","待审核","",""
"doc-037","2025","2025-08","《关于做好2025年中国医师节有关工作的通知》","国家卫生健康委员会,国家中医药管理局,国家疾病预防控制局","通知","中医药局-医政管理","中医药服务处","国卫办医政函〔2025〕331号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202508/content_7035171.htm","待审核","",""
"doc-038","2025","2025-07","《民政部 财政部关于实施向中度以上失能老年人发放养老服务消费补贴项目的通知》","民政部,财政部","通知","卫健委-老龄健康司","医养结合处","民发〔2025〕37号 民政、扶贫、救灾 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202507/content_7033332.htm","待审核","",""
"doc-039","2025","2025-07","《国家卫生健康委关于印发医养结合示范项目工作方案（2025年版）的通知》","国家卫生健康委员会","通知","卫健委-医政司","医疗资源处","国卫老龄发〔2025〕8号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202507/content_7033211.htm","待审核","",""
"doc-040","2025","2025-07","《关于进一步加强医疗机构电子病历信息使用管理的通知》","国家卫生健康委员会,国家中医药管理局,国家疾病预防控制局","通知","医保局-规划财务法规司","法规标准处","国卫办医政函〔2025〕262号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202507/content_7030265.htm","待审核","",""
"doc-041","2025","2025-06","《关于做好2025年基本公共卫生服务工作的通知》","国家卫生健康委员会,财政部,国家中医药管理局,国家疾病预防控制局","通知","卫健委-基层卫生健康司","基本公共卫生处","国卫基层发〔2025〕7号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202506/content_7029472.htm","待审核","",""
"doc-042","2025","2025-06","《国家中医药局综合司 国家卫生健康委办公厅 中央军委后勤保障部卫生局关于印发《重大疑难疾病中西医临床协作项目建设管理办法》的通知》","国家中医药管理局,国家卫生健康委员会","通知","中医药局-医政管理","中医药服务处","国中医药综结合函〔2025〕112号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202506/content_7028824.htm","待审核","",""
"doc-043","2025","2025-06","《关于全面推进分娩镇痛工作的通知》","国家卫生健康委员会","通知","卫健委-人口家庭司","政策协调处","国卫办医政发〔2025〕12号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202506/content_7026664.htm","待审核","",""
"doc-044","2025","2025-05","《关于印发医院免陪照护服务试点工作方案的通知》","国家卫生健康委员会,国家疾病预防控制局,国家中医药管理局","通知","卫健委-医政司","医疗机构处","国卫办医政发〔2025〕7号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202505/content_7025451.htm","待审核","",""
"doc-045","2025","2025-05","《关于开展全国托育服务质量提升行动（2025-2027年）的通知》","国家卫生健康委员会","通知","卫健委-妇幼健康司","儿童卫生处","国卫办人口函〔2025〕198号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202505/content_7024059.htm","待审核","",""
"doc-046","2025","2025-05","《国家卫生健康委办公厅关于印发老年医学科建设与管理指南（2025年版）的通知》","国家卫生健康委员会","通知","卫健委-老龄健康司","健康服务处","国卫办医政发〔2025〕8号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202505/content_7023001.htm","待审核","",""
"doc-047","2025","2025-04","《关于开展“儿科和精神卫生服务年”行动（2025-2027年）的通知》","国家卫生健康委员会,国家中医药管理局,国家疾病预防控制局","通知","卫健委-医政司","心理健康与精神卫生处","国卫医政函〔2025〕93号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202504/content_7021393.htm","待审核","",""
"doc-048","2025","2025-04","《工业和信息化部等七部门关于印发《医药工业数智化转型实施方案（2025—2030年）》的通知》","商务部,国家中医药管理局,国家卫生健康委员会,国家医疗保障局,工业和信息化部,国家药品监督管理局,国家数据局","通知","中医药局-医政管理","中医药服务处","工信部联消费〔2025〕79号 工业、交通 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202504/content_7020857.htm","待审核","",""
"doc-075","2024","2024-12","《国家金融监督管理总局关于印发银行保险机构数据安全管理办法的通知》","国家金融监督管理总局","通知","卫健委-法规司","立法处","金规〔2024〕24号 财政、金融、审计 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202412/content_6995081.htm","待审核","",""
"doc-076","2024","2024-12","《关于国家免疫规划百白破疫苗和白破疫苗免疫程序调整相关工作的通知》","国家疾病预防控制局,教育部,工业和信息化部,财政部,国家卫生健康委员会,国家药品监督管理局","通知","疾控局-卫生与免疫规划司","免疫规划处","国疾控卫免发〔2024〕20号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202412/content_6994724.htm","待审核","",""
"doc-077","2024","2024-12","《关于推介2024年度全国农村公共服务典型案例的通知》","教育部,国家发展和改革委员会,民政部,农业农村部,国家卫生健康委员会","通知","卫健委-规划发展与信息化司","综合处","农办社〔2024〕10号 农业、林业、水利 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202412/content_6994132.htm","待审核","",""
"doc-078","2024","2024-12","《国家中医药管理局关于印发《中医医院信息与数字化建设规范（2024版）》的通知》","国家中医药管理局","通知","卫健委-医政司","医疗机构处","国中医药规财函〔2024〕259号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202412/content_6993540.htm","待审核","",""
"doc-079","2024","2024-12","《关于印发《职业病分类和目录》的通知》","国家卫生健康委员会","通知","卫健委-职业健康司","职业病管理处","国卫职健发〔2024〕39号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202412/content_6992843.htm","待审核","",""
"doc-080","2024","2024-12","《关于印发麻疹风疹防控方案（2024年版）的通知》","国家卫生健康委员会,国家疾病预防控制局","通知","卫健委-规划发展与信息化司","综合处","国疾控综传防发〔2024〕16号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202412/content_6992246.htm","待审核","",""
"doc-081","2024","2024-12","《国家中医药管理局综合司 国家卫生健康委办公厅关于印发国家中西医结合医学中心（中西医结合医院）设置标准的通知》","国家中医药管理局,国家卫生健康委员会","通知","卫健委-医政司","医疗机构处","国中医药综结合函〔2024〕123号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202412/content_6992092.htm","待审核","",""
"doc-082","2024","2024-12","《关于印发《全国结核病防治规划（2024—2030年）》的通知》","司法部,财政部,国家疾病预防控制局,国家卫生健康委员会,国家发展和改革委员会,教育部,公安部,国家医疗保障局,国家药品监督管理局","通知","卫健委-医疗应急司","公共卫生医疗管理处","国疾控传防发〔2024〕19号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202412/content_6991217.htm","待审核","",""
"doc-083","2024","2024-12","《国家卫生健康委办公厅 民政部办公厅 国家中医药局综合司 国家疾控局综合司关于深化医疗卫生机构与养老机构协议合作的通知》","国家卫生健康委员会,民政部,国家中医药管理局,国家疾病预防控制局","通知","卫健委-老龄健康司","医养结合处","国卫办老龄发〔2024〕26号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202412/content_6991059.htm","待审核","",""
"doc-084","2024","2024-11","《国家疾控局综合司关于印发学校等重点场所诺如病毒感染防控消毒技术指南的通知》","国家疾病预防控制局","通知","卫健委-规划发展与信息化司","综合处","国疾控综卫免函〔2024〕343号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202411/content_6990355.htm","待审核","",""
"doc-085","2024","2024-11","《关于印发独资医院领域扩大开放试点工作方案的通知》","商务部,国家卫生健康委员会,国家中医药管理局,国家疾病预防控制局","通知","卫健委-医政司","医疗机构处","国卫医政发〔2024〕36号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202411/content_6990279.htm","待审核","",""
"doc-086","2024","2024-11","《2024年版国家医保药品目录出炉，新增91种药品——让参保人用上更多新药好药》","33","8","医保局-医药服务管理司","医保目录处","33 8 要闻","https://www.gov.cn/zhengce/202411/content_6989980.htm","待审核","",""
"doc-087","2024","2024-11","《国家医保局 人力资源社会保障部关于印发《国家基本医疗保险、工伤保险和生育保险药品目录（2024年）》的通知》","人力资源和社会保障部,国家医疗保障局","通知","医保局-医药服务管理司","医保目录处","医保发〔2024〕33号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202411/content_6989859.htm","待审核","",""
"doc-088","2024","2024-11","《关于加强首诊和转诊服务 提升医疗服务连续性的通知》","国家卫生健康委员会,国家中医药管理局","通知","卫健委-基层卫生健康司","综合处","国卫办医政发〔2024〕21号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202411/content_6989637.htm","待审核","",""
"doc-089","2024","2024-11","《教育部办公厅关于印发《中小学校园食品安全和膳食经费管理工作指引》的通知》","教育部","通知","疾控局-卫生与免疫规划司","学校卫生处","教体艺厅函〔2024〕39号 科技、教育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202411/content_6988725.htm","待审核","",""
"doc-090","2024","2024-11","《商务部关于印发《支持苏州工业园区深化开放创新综合试验的若干措施》的通知》","商务部","通知","卫健委-规划发展与信息化司","信息统计处","商资发〔2024〕282号 商贸、海关、旅游 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202411/content_6988595.htm","待审核","",""
"doc-091","2024","2024-11","《财政部 国家医保局关于提前下达2025年中央财政城乡居民基本医疗保险补助预算的通知》","财政部,国家医疗保障局","通知","医保局-待遇保障司","筹资待遇处","财社〔2024〕140号 财政、金融、审计 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202411/content_6995628.htm","待审核","",""
"doc-092","2024","2024-11","《教育部办公厅 国家卫生健康委办公厅 国家疾控局综合司关于切实抓牢幼儿园和小学近视防控关键阶段防控工作的通知》","教育部,国家卫生健康委员会,国家疾病预防控制局","通知","卫健委-规划发展与信息化司","发展规划处","教体艺厅函〔2024〕34号 科技、教育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202411/content_6986582.htm","待审核","",""
"doc-093","2024","2024-11","《国家卫生健康委办公厅关于印发继续医学教育学分管理办法（试行）的通知》","国家卫生健康委员会","通知","卫健委-科技教育司","医学教育处","国卫办科教发〔2024〕20号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202411/content_6985846.htm","待审核","",""
"doc-094","2024","2024-11","《关于印发《关于进一步促进养老服务消费 提升老年人生活品质的若干措施》的通知》","公安部,国家发展和改革委员会,文化和旅游部,国家消防救援局,交通运输部,工业和信息化部,商务部,自然资源部,人力资源和社会保障部,国家体育总局,财政部,民政部,农业农村部,国务院国有资产监督管理委员会,国家卫生健康委员会,国家市场监督管理总局,国家邮政局,国家广播电视总局,国家医疗保障局,国家中医药管理局,中国人民银行,国家金融监督管理总局,住房和城乡建设部","通知","卫健委-老龄健康司","医养结合处","民发〔2024〕52号 民政、扶贫、救灾 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202411/content_6985707.htm","待审核","",""
"doc-095","2024","2024-11","《国家卫生健康委办公厅关于提升老年医学医疗服务能力的通知》","国家卫生健康委员会","通知","卫健委-医政司","医疗机构处","国卫办医政发〔2024〕19号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202411/content_6985383.htm","待审核","",""
"doc-096","2024","2024-11","《关于印发紧密型县域医疗卫生共同体监测指标体系的通知》","国家卫生健康委员会,国家医疗保障局,国家中医药管理局,国家疾病预防控制局","通知","卫健委-基层卫生健康司","运行评价处","国卫办基层发〔2024〕22号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202411/content_6984315.htm","待审核","",""
"doc-097","2024","2024-10","《国家卫生健康委办公厅关于开展2024年世界卒中日主题宣传活动的通知》","国家卫生健康委员会","通知","卫健委-医政司","医疗机构处","国卫办医急函〔2024〕396号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202410/content_6982259.htm","待审核","",""
"doc-098","2024","2024-10","《国家医疗保障局办公室关于规范医保药品外配处方管理的通知》","国家医疗保障局","通知","卫健委-药物政策司","药物政策处","医保办函〔2024〕86号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202410/content_6980794.htm","待审核","",""
"doc-099","2024","2024-10","《关于印发医学人文关怀提升行动方案（2024-2027年）的通知》","教育部,国家卫生健康委员会,国家中医药管理局","通知","中医药局-医政管理","中医药服务处","国卫办医急发〔2024〕18号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202410/content_6979036.htm","待审核","",""
